Identificador de la publicación,Nombre de usuario de la cuenta,Descripción,Hora de publicación,Enlace permanente,Tipo de publicación,Visualizaciones,Alcance,Me gusta,Veces que se compartió,Comentarios,Veces que se guardó,Seguimientos
18078560686895821,lentesplus.latam,,10/24/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3750530743744211221,Historia de Instagram,132,110,0,0,,,
17898871818302897,lentesplus.latam,,10/24/2025 08:03,https://www.instagram.com/stories/lentesplus.latam/3750531574509975419,Historia de Instagram,136,105,0,0,,,
18096183433763545,lentesplus.latam,,10/24/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3750531721579354373,Historia de Instagram,130,97,0,0,,,
18045583823410328,lentesplus.latam,,10/24/2025 08:05,https://www.instagram.com/stories/lentesplus.latam/3750532511458908575,Historia de Instagram,115,97,0,0,,,
18071344643209808,lentesplus.latam,,10/24/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3750532730133499105,Historia de Instagram,107,96,0,0,,,
18100338139657053,lentesplus.latam,,10/24/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3750532748730598662,Historia de Instagram,102,93,0,0,,,
18093994831830079,lentesplus.latam,,10/24/2025 08:29,https://www.instagram.com/stories/lentesplus.latam/3750544505985495674,Historia de Instagram,103,90,0,0,,,
18313009981220342,lentesplus.latam,,10/26/2025 10:05,https://www.instagram.com/stories/lentesplus.latam/3752042502429929424,Historia de Instagram,539,465,2,0,,,
18084119638970424,lentesplus.latam,,10/27/2025 09:40,https://www.instagram.com/stories/lentesplus.latam/3752754396564310764,Historia de Instagram,232,194,0,0,,,
18070550159194591,lentesplus.latam,,10/27/2025 09:42,https://www.instagram.com/stories/lentesplus.latam/3752755727123373702,Historia de Instagram,191,153,0,0,,,
18084894481797046,lentesplus.latam,,10/27/2025 09:46,https://www.instagram.com/stories/lentesplus.latam/3752757487288244826,Historia de Instagram,190,145,0,0,,,
18179866036344723,lentesplus.latam,,10/27/2025 09:49,https://www.instagram.com/stories/lentesplus.latam/3752758959044300245,Historia de Instagram,185,141,0,0,,,
17947381925915813,lentesplus.latam,,10/27/2025 09:51,https://www.instagram.com/stories/lentesplus.latam/3752760194644343164,Historia de Instagram,168,137,0,0,,,
18079921040007623,lentesplus.latam,,10/27/2025 09:54,https://www.instagram.com/stories/lentesplus.latam/3752761470643879153,Historia de Instagram,160,133,0,0,,,
17895908034337747,lentesplus.latam,,10/27/2025 09:55,https://www.instagram.com/stories/lentesplus.latam/3752762405042540073,Historia de Instagram,173,128,0,0,,,
17852629767527619,lentesplus.latam,,10/27/2025 09:57,https://www.instagram.com/stories/lentesplus.latam/3752763371208842887,Historia de Instagram,160,121,0,0,,,
18535806451034715,lentesplus.latam,,10/28/2025 16:00,https://www.instagram.com/stories/lentesplus.latam/3753670659662677995,Historia de Instagram,258,220,2,0,,,
18034606967709516,lentesplus.latam,,10/29/2025 06:40,https://www.instagram.com/stories/lentesplus.latam/3754113426676407825,Historia de Instagram,165,129,0,0,,,
17873995986441206,lentesplus.latam,,10/29/2025 07:22,https://www.instagram.com/stories/lentesplus.latam/3754134788937551459,Historia de Instagram,142,112,0,0,,,
17894543022345862,lentesplus.latam,,10/29/2025 07:22,https://www.instagram.com/stories/lentesplus.latam/3754134857246005704,Historia de Instagram,131,109,0,0,,,
18086246573295176,lentesplus.latam,,10/29/2025 07:22,https://www.instagram.com/stories/lentesplus.latam/3754134922979176445,Historia de Instagram,127,105,0,0,,,
18117386440541450,lentesplus.latam,,10/29/2025 07:23,https://www.instagram.com/stories/lentesplus.latam/3754134982160805474,Historia de Instagram,120,102,0,0,,,
18079534499119697,lentesplus.latam,,10/29/2025 07:23,https://www.instagram.com/stories/lentesplus.latam/3754135038330914688,Historia de Instagram,119,99,0,0,,,
17911577616240895,lentesplus.latam,,10/29/2025 07:23,https://www.instagram.com/stories/lentesplus.latam/3754135095860002331,Historia de Instagram,114,95,0,0,,,
18075844418331256,lentesplus.latam,,10/29/2025 07:23,https://www.instagram.com/stories/lentesplus.latam/3754135157818199963,Historia de Instagram,103,89,0,0,,,
17874492363353657,lentesplus.latam,,10/31/2025 11:00,https://www.instagram.com/stories/lentesplus.latam/3755693971436486996,Historia de Instagram,198,171,0,0,,,
18041643836695566,lentesplus.latam,,10/31/2025 11:00,https://www.instagram.com/stories/lentesplus.latam/3755694077753699692,Historia de Instagram,148,124,0,0,,,
18097443127619815,lentesplus.latam,,10/31/2025 11:00,https://www.instagram.com/stories/lentesplus.latam/3755694180757453977,Historia de Instagram,132,115,0,0,,,
17947665908917435,lentesplus.latam,,10/31/2025 11:01,https://www.instagram.com/stories/lentesplus.latam/3755694277738121279,Historia de Instagram,125,114,0,0,,,
17938211238094840,lentesplus.latam,,10/31/2025 11:01,https://www.instagram.com/stories/lentesplus.latam/3755694395480664315,Historia de Instagram,121,104,0,0,,,
18291432067279013,lentesplus.latam,,10/31/2025 11:01,https://www.instagram.com/stories/lentesplus.latam/3755694482168504424,Historia de Instagram,122,105,0,0,,,
18111509425573627,lentesplus.latam,,10/31/2025 11:01,https://www.instagram.com/stories/lentesplus.latam/3755694587730738723,Historia de Instagram,126,103,0,0,,,
18157090924394930,lentesplus.latam,,10/31/2025 11:01,https://www.instagram.com/stories/lentesplus.latam/3755694678092839054,Historia de Instagram,113,98,0,0,,,
18491180020077922,lentesplus.latam,,11/03/2025 10:00,https://www.instagram.com/stories/lentesplus.latam/3757868295593171401,Historia de Instagram,246,210,0,0,,,
17914496004211082,lentesplus.latam,,11/03/2025 10:00,https://www.instagram.com/stories/lentesplus.latam/3757868494126351159,Historia de Instagram,202,158,0,0,,,
18062094788623248,lentesplus.latam,,11/03/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3757868659759426144,Historia de Instagram,193,146,0,0,,,
18345271213200977,lentesplus.latam,,11/03/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3757868829771331918,Historia de Instagram,186,142,0,0,,,
17990767880852268,lentesplus.latam,,11/03/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3757868995555371756,Historia de Instagram,208,137,0,0,,,
17864976012491027,lentesplus.latam,,11/03/2025 10:02,https://www.instagram.com/stories/lentesplus.latam/3757869174266288508,Historia de Instagram,198,134,0,0,,,
17872112652376137,lentesplus.latam,,11/03/2025 10:02,https://www.instagram.com/stories/lentesplus.latam/3757869344496335202,Historia de Instagram,172,134,0,0,,,
18049883003366965,lentesplus.latam,,11/03/2025 10:02,https://www.instagram.com/stories/lentesplus.latam/3757869503754036933,Historia de Instagram,148,126,0,0,,,
17886581124259818,lentesplus.latam,,11/05/2025 08:26,https://www.instagram.com/stories/lentesplus.latam/3759270298436840670,Historia de Instagram,230,178,0,0,,,
17876925120428982,lentesplus.latam,,11/05/2025 08:26,https://www.instagram.com/stories/lentesplus.latam/3759270362324492712,Historia de Instagram,199,150,0,0,,,
18044037068467533,lentesplus.latam,,11/05/2025 08:26,https://www.instagram.com/stories/lentesplus.latam/3759270419450949890,Historia de Instagram,192,143,0,0,,,
18130995994468242,lentesplus.latam,,11/05/2025 08:26,https://www.instagram.com/stories/lentesplus.latam/3759270486761096559,Historia de Instagram,181,138,0,0,,,
18111466306585067,lentesplus.latam,,11/05/2025 08:26,https://www.instagram.com/stories/lentesplus.latam/3759270540901211438,Historia de Instagram,171,134,0,0,,,
17899654917329083,lentesplus.latam,,11/05/2025 08:26,https://www.instagram.com/stories/lentesplus.latam/3759270610023298579,Historia de Instagram,165,130,0,0,,,
18159906040403106,lentesplus.latam,,11/07/2025 10:15,https://www.instagram.com/stories/lentesplus.latam/3760774690500174905,Historia de Instagram,256,194,0,0,,,
18078822515467814,lentesplus.latam,,11/07/2025 10:15,https://www.instagram.com/stories/lentesplus.latam/3760774862575681238,Historia de Instagram,225,159,0,0,,,
18146249782381829,lentesplus.latam,,11/07/2025 10:15,https://www.instagram.com/stories/lentesplus.latam/3760774993001735520,Historia de Instagram,201,148,0,0,,,
18145150918378489,lentesplus.latam,,11/07/2025 10:15,https://www.instagram.com/stories/lentesplus.latam/3760775127110395816,Historia de Instagram,196,146,0,0,,,
17936448135096591,lentesplus.latam,,11/07/2025 10:16,https://www.instagram.com/stories/lentesplus.latam/3760775258761255671,Historia de Instagram,178,138,0,0,,,
18061942250394018,lentesplus.latam,,11/07/2025 10:16,https://www.instagram.com/stories/lentesplus.latam/3760775391108295886,Historia de Instagram,161,131,0,0,,,
18107797462615267,lentesplus.latam,,11/07/2025 10:16,https://www.instagram.com/stories/lentesplus.latam/3760775520745852377,Historia de Instagram,152,129,0,0,,,
18382230085199855,lentesplus.latam,,11/07/2025 10:16,https://www.instagram.com/stories/lentesplus.latam/3760775644972777069,Historia de Instagram,149,126,0,0,,,
18538887325011185,lentesplus.latam,,11/07/2025 10:17,https://www.instagram.com/stories/lentesplus.latam/3760775784542387246,Historia de Instagram,149,121,0,0,,,
18365378089086243,lentesplus.latam,,11/10/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3762942270559581565,Historia de Instagram,199,167,0,0,,,
18083809568055616,lentesplus.latam,,11/10/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3762942424733805709,Historia de Instagram,166,131,0,0,,,
18395127670135506,lentesplus.latam,,11/10/2025 10:02,https://www.instagram.com/stories/lentesplus.latam/3762942556107774169,Historia de Instagram,146,119,0,0,,,
18064973441620766,lentesplus.latam,,11/10/2025 10:02,https://www.instagram.com/stories/lentesplus.latam/3762942682398320681,Historia de Instagram,143,114,0,0,,,
18539873863035465,lentesplus.latam,,11/10/2025 10:02,https://www.instagram.com/stories/lentesplus.latam/3762942797028594099,Historia de Instagram,139,113,0,0,,,
17970765053798303,lentesplus.latam,,11/10/2025 10:02,https://www.instagram.com/stories/lentesplus.latam/3762942927857320011,Historia de Instagram,136,112,0,0,,,
18062924642435059,lentesplus.latam,,11/10/2025 10:03,https://www.instagram.com/stories/lentesplus.latam/3762943055389344979,Historia de Instagram,136,109,0,0,,,
17988940340889528,lentesplus.latam,,11/10/2025 10:03,https://www.instagram.com/stories/lentesplus.latam/3762943186687828305,Historia de Instagram,126,104,0,0,,,
17939550495084783,lentesplus.latam,,11/12/2025 10:00,https://www.instagram.com/stories/lentesplus.latam/3764391399807729839,Historia de Instagram,198,163,0,0,,,
18090198622911531,lentesplus.latam,,11/12/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3764391545324914313,Historia de Instagram,153,125,0,0,,,
18177818908362111,lentesplus.latam,,11/12/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3764391684986887306,Historia de Instagram,156,120,0,0,,,
18300046057257006,lentesplus.latam,,11/12/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3764391828885073031,Historia de Instagram,153,114,0,0,,,
17842323966617565,lentesplus.latam,,11/12/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3764391976340021884,Historia de Instagram,145,110,0,0,,,
18290185051274833,lentesplus.latam,,11/12/2025 10:02,https://www.instagram.com/stories/lentesplus.latam/3764392109265871202,Historia de Instagram,135,105,0,0,,,
18062198747439427,lentesplus.latam,,11/14/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3765841181503626138,Historia de Instagram,202,176,0,0,,,
18046532132452325,lentesplus.latam,,11/14/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3765841314412674861,Historia de Instagram,166,139,0,1,,,
18421793284114841,lentesplus.latam,,11/14/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3765841455148191022,Historia de Instagram,161,133,0,0,,,
18097260358753645,lentesplus.latam,,11/14/2025 10:02,https://www.instagram.com/stories/lentesplus.latam/3765841579258239626,Historia de Instagram,147,125,0,0,,,
18072536621253159,lentesplus.latam,,11/14/2025 10:02,https://www.instagram.com/stories/lentesplus.latam/3765841791900674315,Historia de Instagram,148,120,0,0,,,
18087409403504646,lentesplus.latam,,11/14/2025 10:02,https://www.instagram.com/stories/lentesplus.latam/3765841912696507708,Historia de Instagram,154,115,0,0,,,
18027910892561029,lentesplus.latam,,11/14/2025 10:02,https://www.instagram.com/stories/lentesplus.latam/3765842040622865037,Historia de Instagram,157,111,0,0,,,
17931374997110979,lentesplus.latam,,11/14/2025 10:03,https://www.instagram.com/stories/lentesplus.latam/3765842163298016533,Historia de Instagram,141,101,0,0,,,
17843697186616875,lentesplus.latam,,11/19/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3769465376259177169,Historia de Instagram,165,144,0,0,,,
17888746251388539,lentesplus.latam,,11/19/2025 10:02,https://www.instagram.com/stories/lentesplus.latam/3769465531196748807,Historia de Instagram,129,115,0,0,,,
18036477020708951,lentesplus.latam,,11/19/2025 10:02,https://www.instagram.com/stories/lentesplus.latam/3769465643964762402,Historia de Instagram,121,107,0,0,,,
17946037086068112,lentesplus.latam,,11/19/2025 10:02,https://www.instagram.com/stories/lentesplus.latam/3769465760902017688,Historia de Instagram,116,100,0,0,,,
18088337677935365,lentesplus.latam,,11/19/2025 10:02,https://www.instagram.com/stories/lentesplus.latam/3769465870096478272,Historia de Instagram,127,97,0,0,,,
18125596165506355,lentesplus.latam,,11/19/2025 10:03,https://www.instagram.com/stories/lentesplus.latam/3769465989785153875,Historia de Instagram,131,93,0,0,,,
18159402061392079,lentesplus.latam,,11/19/2025 10:03,https://www.instagram.com/stories/lentesplus.latam/3769466108299399647,Historia de Instagram,122,87,0,0,,,
17925399216172343,lentesplus.latam,,11/19/2025 10:03,https://www.instagram.com/stories/lentesplus.latam/3769466234413730311,Historia de Instagram,103,83,0,0,,,
18081402349888524,lentesplus.latam,,11/21/2025 10:00,https://www.instagram.com/stories/lentesplus.latam/3770914377831405352,Historia de Instagram,154,136,0,0,,,
17899208142185072,lentesplus.latam,,11/21/2025 10:00,https://www.instagram.com/stories/lentesplus.latam/3770914466079508695,Historia de Instagram,109,95,0,0,,,
17896548867202832,lentesplus.latam,,11/21/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3770914555502113844,Historia de Instagram,107,93,0,0,,,
17931367431134248,lentesplus.latam,,11/21/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3770914638457040688,Historia de Instagram,97,87,0,0,,,
17866544094484217,lentesplus.latam,,11/21/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3770914721495843044,Historia de Instagram,101,85,0,0,,,
18107807227623787,lentesplus.latam,,11/21/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3770914806782848029,Historia de Instagram,104,85,0,0,,,
17983312346763838,lentesplus.latam,,11/21/2025 10:01,https://www.instagram.com/stories/lentesplus.latam/3770914904409460297,Historia de Instagram,103,82,0,0,,,
18084179738017785,lentesplus.latam,,11/24/2025 07:55,https://www.instagram.com/stories/lentesplus.latam/3773025470916975099,Historia de Instagram,266,220,0,0,,,
18051912488664659,lentesplus.latam,,11/24/2025 07:55,https://www.instagram.com/stories/lentesplus.latam/3773025548754858107,Historia de Instagram,232,179,0,0,,,
18432175069109130,lentesplus.latam,,11/24/2025 07:55,https://www.instagram.com/stories/lentesplus.latam/3773025624621396771,Historia de Instagram,233,169,0,0,,,
17847103050588232,lentesplus.latam,,11/24/2025 07:55,https://www.instagram.com/stories/lentesplus.latam/3773025710009087011,Historia de Instagram,228,164,0,0,,,
18123415561517257,lentesplus.latam,,11/24/2025 07:55,https://www.instagram.com/stories/lentesplus.latam/3773025767705871758,Historia de Instagram,201,160,0,0,,,
18051554525656212,lentesplus.latam,,11/24/2025 07:55,https://www.instagram.com/stories/lentesplus.latam/3773025835401942501,Historia de Instagram,195,155,0,0,,,
18088578118770630,lentesplus.latam,,11/24/2025 07:55,https://www.instagram.com/stories/lentesplus.latam/3773025903458731092,Historia de Instagram,199,153,0,0,,,
18085383896017221,lentesplus.latam,,11/24/2025 07:56,https://www.instagram.com/stories/lentesplus.latam/3773025971716881307,Historia de Instagram,182,147,0,0,,,
17899421631183420,lentesplus.latam,,11/25/2025 08:34,https://www.instagram.com/stories/lentesplus.latam/3773770119354070550,Historia de Instagram,209,167,0,0,,,
18411340819189060,lentesplus.latam,,11/25/2025 08:34,https://www.instagram.com/stories/lentesplus.latam/3773770189449293569,Historia de Instagram,180,130,0,0,,,1
18102567772660062,lentesplus.latam,,11/25/2025 08:34,https://www.instagram.com/stories/lentesplus.latam/3773770249562031229,Historia de Instagram,179,126,0,0,,,
18040051400505761,lentesplus.latam,,11/25/2025 08:35,https://www.instagram.com/stories/lentesplus.latam/3773770312141057506,Historia de Instagram,175,123,0,0,,,
17901686595325282,lentesplus.latam,,11/25/2025 08:35,https://www.instagram.com/stories/lentesplus.latam/3773770375642817748,Historia de Instagram,162,122,0,0,,,
18547173826023769,lentesplus.latam,,11/25/2025 08:35,https://www.instagram.com/stories/lentesplus.latam/3773770455477195899,Historia de Instagram,144,114,0,0,,,
18145521115429923,lentesplus.latam,,11/25/2025 08:35,https://www.instagram.com/stories/lentesplus.latam/3773770527619233932,Historia de Instagram,137,112,0,0,,,
18102232930709257,lentesplus.latam,,11/25/2025 08:35,https://www.instagram.com/stories/lentesplus.latam/3773770608284075507,Historia de Instagram,133,106,0,0,,,
17986783772869016,lentesplus.latam,,11/26/2025 09:12,https://www.instagram.com/stories/lentesplus.latam/3774514071895891195,Historia de Instagram,225,173,0,0,,,
17880064023327899,lentesplus.latam,,11/26/2025 09:12,https://www.instagram.com/stories/lentesplus.latam/3774514132520395839,Historia de Instagram,184,135,0,0,,,
18086570042013670,lentesplus.latam,,11/26/2025 09:12,https://www.instagram.com/stories/lentesplus.latam/3774514203169247335,Historia de Instagram,185,133,0,0,,,
17951019347905722,lentesplus.latam,,10/20/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3747632625717865340,Historia de Instagram,143,115,0,0,,,
17988501599728752,lentesplus.latam,,10/20/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3747632655202659197,Historia de Instagram,138,114,0,0,,,
17845128987568897,lentesplus.latam,,09/12/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3720091130910523086,Historia de Instagram,143,119,0,0,,,
18090920731785751,lentesplus.latam,,09/12/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3720090287151754877,Historia de Instagram,148,122,0,0,,,
18174032308362544,lentesplus.latam,,10/20/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3747631634998070907,Historia de Instagram,159,122,0,0,,,1
17913779841211173,lentesplus.latam,,10/20/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3747631216951328908,Historia de Instagram,186,152,1,0,,,
17847289797584633,lentesplus.latam,,10/19/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3746906481107218529,Historia de Instagram,273,235,0,0,,,
17947132191051835,lentesplus.latam,,10/19/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3746906269379490955,Historia de Instagram,330,285,0,0,,,
18082360262059087,lentesplus.latam,,10/18/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3746181786570091870,Historia de Instagram,296,241,0,0,,,
18058540277628134,lentesplus.latam,,10/17/2025 08:20,https://www.instagram.com/stories/lentesplus.latam/3745466674607479077,Historia de Instagram,94,86,0,0,,,
18095388466748476,lentesplus.latam,,10/17/2025 08:16,https://www.instagram.com/stories/lentesplus.latam/3745464358127570452,Historia de Instagram,96,84,0,0,,,
18090926365850429,lentesplus.latam,,10/17/2025 08:14,https://www.instagram.com/stories/lentesplus.latam/3745463354848789743,Historia de Instagram,99,86,0,0,,,
18110121775602521,lentesplus.latam,,10/17/2025 08:14,https://www.instagram.com/stories/lentesplus.latam/3745463335337820201,Historia de Instagram,105,89,0,0,,,
18242798086293632,lentesplus.latam,,10/17/2025 08:12,https://www.instagram.com/stories/lentesplus.latam/3745462334073538294,Historia de Instagram,107,89,0,0,,,
18072641405520915,lentesplus.latam,,10/17/2025 08:12,https://www.instagram.com/stories/lentesplus.latam/3745462325398790893,Historia de Instagram,117,94,0,0,,,
18068762498338957,lentesplus.latam,,10/17/2025 08:10,https://www.instagram.com/stories/lentesplus.latam/3745461364074028029,Historia de Instagram,129,99,0,0,,,
18098859199676649,lentesplus.latam,,10/17/2025 08:10,https://www.instagram.com/stories/lentesplus.latam/3745461341599575876,Historia de Instagram,151,121,0,0,,,
17980184042922346,lentesplus.latam,,10/16/2025 09:00,https://www.instagram.com/stories/lentesplus.latam/3744761978972935022,Historia de Instagram,286,209,0,0,,,
18026947091742337,lentesplus.latam,,10/16/2025 09:00,https://www.instagram.com/stories/lentesplus.latam/3744761920000656519,Historia de Instagram,368,280,0,0,,,
18054717170278273,lentesplus.latam,,10/15/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3744009771151404921,Historia de Instagram,153,127,0,0,,,
18287076394286432,lentesplus.latam,,10/15/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3744009752419093139,Historia de Instagram,156,130,0,0,,,
18109234705603231,lentesplus.latam,,10/15/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3744008780355496135,Historia de Instagram,165,136,0,0,,,
17878827045306513,lentesplus.latam,,10/15/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3744008755282528798,Historia de Instagram,178,146,0,0,,,
17925099582156268,lentesplus.latam,,10/15/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3744007766499546427,Historia de Instagram,190,151,0,0,,,
18484468357078641,lentesplus.latam,,10/15/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3744007750821136247,Historia de Instagram,203,158,0,0,,,
17930023851103048,lentesplus.latam,,10/15/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3744007274189335095,Historia de Instagram,223,168,0,0,,,
18077352401513594,lentesplus.latam,,10/15/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3744007187258483492,Historia de Instagram,257,210,0,0,,,
17916502806197298,lentesplus.latam,,10/13/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3742560232790980278,Historia de Instagram,137,119,0,0,,,
17950401575900368,lentesplus.latam,,10/13/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3742560202097762652,Historia de Instagram,139,123,0,0,,,
17901830976275430,lentesplus.latam,,10/13/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3742559201504581430,Historia de Instagram,153,129,0,0,,,
18328234747229677,lentesplus.latam,,10/13/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3742559191421598162,Historia de Instagram,161,130,0,0,,,
18110362939577629,lentesplus.latam,,10/13/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3742558200542786285,Historia de Instagram,168,132,0,0,,,
18003175169818556,lentesplus.latam,,10/13/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3742558190157720548,Historia de Instagram,175,137,0,0,,,
17855302263541949,lentesplus.latam,,10/13/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3742557799994363125,Historia de Instagram,187,146,0,0,,,
18535278922002841,lentesplus.latam,,10/13/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3742557400730806317,Historia de Instagram,209,179,0,0,,,
18073232195273447,lentesplus.latam,,10/10/2025 09:08,https://www.instagram.com/stories/lentesplus.latam/3740417451386397019,Historia de Instagram,115,104,0,0,,,
18403196671187289,lentesplus.latam,,10/10/2025 09:06,https://www.instagram.com/stories/lentesplus.latam/3740416073976964282,Historia de Instagram,123,105,0,0,,,
18380534293178983,lentesplus.latam,,10/10/2025 09:04,https://www.instagram.com/stories/lentesplus.latam/3740415081117774983,Historia de Instagram,144,109,0,0,,,
18265740469303459,lentesplus.latam,,10/10/2025 09:04,https://www.instagram.com/stories/lentesplus.latam/3740415061690137537,Historia de Instagram,145,111,0,0,,,
18081091562008236,lentesplus.latam,,10/10/2025 09:02,https://www.instagram.com/stories/lentesplus.latam/3740414203510356322,Historia de Instagram,143,117,0,0,,,
18099812932712870,lentesplus.latam,,10/10/2025 09:02,https://www.instagram.com/stories/lentesplus.latam/3740414072673131171,Historia de Instagram,149,120,0,0,,,
18055594688226163,lentesplus.latam,,10/10/2025 09:01,https://www.instagram.com/stories/lentesplus.latam/3740413659190328273,Historia de Instagram,176,157,0,0,,,
18080578951973387,lentesplus.latam,,10/08/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3738936346560729580,Historia de Instagram,125,104,0,0,,,
17860562541507098,lentesplus.latam,,10/08/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3738936327761994774,Historia de Instagram,124,107,0,0,,,
18078209450109114,lentesplus.latam,,10/08/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3738935332931517080,Historia de Instagram,132,110,0,0,,,
18059561261626362,lentesplus.latam,,10/08/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3738935309477632370,Historia de Instagram,137,113,0,0,,,
18110466139497003,lentesplus.latam,,10/08/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3738934320469171113,Historia de Instagram,143,116,0,0,,,
17986082408736868,lentesplus.latam,,10/08/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3738934310896438319,Historia de Instagram,149,122,0,0,,,
18422023234111915,lentesplus.latam,,10/08/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3738933581449099773,Historia de Instagram,158,128,0,0,,,
18083528984493021,lentesplus.latam,,10/08/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3738933458807614879,Historia de Instagram,185,160,0,0,,,
18059242232425557,lentesplus.latam,,10/06/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3737486784260837711,Historia de Instagram,154,132,0,0,,,
18044131067392443,lentesplus.latam,,10/06/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3737486754648991485,Historia de Instagram,166,139,0,0,,,
18060462770395712,lentesplus.latam,,10/06/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3737485783021495904,Historia de Instagram,188,141,0,0,,,
17974066913931295,lentesplus.latam,,10/06/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3737485768131490784,Historia de Instagram,185,144,0,0,,,
18084841477901431,lentesplus.latam,,10/06/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3737484807660980145,Historia de Instagram,185,147,0,0,,,
17861144520434929,lentesplus.latam,,10/06/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3737484788963337236,Historia de Instagram,187,154,0,0,,,
17964023099987786,lentesplus.latam,,10/06/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3737484097439140259,Historia de Instagram,194,164,0,0,,,
18064567001589849,lentesplus.latam,,10/06/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3737484040388303518,Historia de Instagram,230,200,0,0,,,
17976550652928535,lentesplus.latam,,10/03/2025 08:35,https://www.instagram.com/stories/lentesplus.latam/3735327473639857415,Historia de Instagram,138,101,0,1,,,
18009917489797562,lentesplus.latam,,10/03/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3735312453652921717,Historia de Instagram,122,94,0,0,,,
17879452917406268,lentesplus.latam,,10/03/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3735312436480270621,Historia de Instagram,122,97,0,0,,,
18424662190111221,lentesplus.latam,,10/03/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3735311449317708375,Historia de Instagram,129,97,0,0,,,
18113781196549091,lentesplus.latam,,10/03/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3735310466223251264,Historia de Instagram,134,104,0,0,,,
17858155845521305,lentesplus.latam,,10/03/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3735310445763644109,Historia de Instagram,137,109,0,0,,,
17850366054561687,lentesplus.latam,,10/03/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3735309668928441745,Historia de Instagram,154,132,0,0,,,
17955949245006810,lentesplus.latam,,10/02/2025 15:07,https://www.instagram.com/stories/lentesplus.latam/3734799901884737550,Historia de Instagram,260,229,1,0,,,
